	virus_type	district	season	case_number	year	area [ha]	population	population_density	population_density_bw	pop_exp	pop_dens_exp	area_exp	area [km^2]	area ex [km^2]	mean_pop_dens_exp
7612	IF C	OG	2019/20	0.0	2019	185035.0	430953.0	233.0	311.0	430880.95	232.82	185070.19	1850.7019	1850.7	220.22636363636363
7613	not determined	OG	2019/20	9.0	2019	185035.0	430953.0	233.0	311.0	430880.95	232.82	185070.19	1850.7019	1850.7	220.22636363636363
7614	IF A	PF	2019/20	0.0	2019	9799.0	125957.0	1285.0	311.0	126271.12	1288.48	9799.9	97.999	98.0	1173.2822727272728
7615	IF A(H1N1) pandemic09	PF	2019/20	0.0	2019	9799.0	125957.0	1285.0	311.0	126271.12	1288.48	9799.9	97.999	98.0	1173.2822727272728
7616	IF A(H1N1) prepandemic	PF	2019/20	0.0	2019	9799.0	125957.0	1285.0	311.0	126271.12	1288.48	9799.9	97.999	98.0	1173.2822727272728
7617	IF A(H1N2)	PF	2019/20	0.0	2019	9799.0	125957.0	1285.0	311.0	126271.12	1288.48	9799.9	97.999	98.0	1173.2822727272728
7618	IF A(H3N2)	PF	2019/20	0.0	2019	9799.0	125957.0	1285.0	311.0	126271.12	1288.48	9799.9	97.999	98.0	1173.2822727272728
7619	IF A/B not determined	PF	2019/20	0.0	2019	9799.0	125957.0	1285.0	311.0	126271.12	1288.48	9799.9	97.999	98.0	1173.2822727272728
7620	IF B	PF	2019/20	0.0	2019	9799.0	125957.0	1285.0	311.0	126271.12	1288.48	9799.9	97.999	98.0	1173.2822727272728
7621	IF C	PF	2019/20	0.0	2019	9799.0	125957.0	1285.0	311.0	126271.12	1288.48	9799.9	97.999	98.0	1173.2822727272728
7622	not determined	PF	2019/20	0.0	2019	9799.0	125957.0	1285.0	311.0	126271.12	1288.48	9799.9	97.999	98.0	1173.2822727272728
7623	IF A	RA	2019/20	539.0	2019	73843.0	231420.0	313.0	311.0	231796.08	313.79	73869.67	738.6967	738.7	299.26954545454544
7624	IF A(H1N1) pandemic09	RA	2019/20	12.0	2019	73843.0	231420.0	313.0	311.0	231796.08	313.79	73869.67	738.6967	738.7	299.26954545454544
7625	IF A(H1N1) prepandemic	RA	2019/20	0.0	2019	73843.0	231420.0	313.0	311.0	231796.08	313.79	73869.67	738.6967	738.7	299.26954545454544
7626	IF A(H1N2)	RA	2019/20	0.0	2019	73843.0	231420.0	313.0	311.0	231796.08	313.79	73869.67	738.6967	738.7	299.26954545454544
7627	IF A(H3N2)	RA	2019/20	4.0	2019	73843.0	231420.0	313.0	311.0	231796.08	313.79	73869.67	738.6967	738.7	299.26954545454544
7628	IF A/B not determined	RA	2019/20	5.0	2019	73843.0	231420.0	313.0	311.0	231796.08	313.79	73869.67	738.6967	738.7	299.26954545454544
7629	IF B	RA	2019/20	115.0	2019	73843.0	231420.0	313.0	311.0	231796.08	313.79	73869.67	738.6967	738.7	299.26954545454544
7630	IF C	RA	2019/20	0.0	2019	73843.0	231420.0	313.0	311.0	231796.08	313.79	73869.67	738.6967	738.7	299.26954545454544
7631	not determined	RA	2019/20	11.0	2019	73843.0	231420.0	313.0	311.0	231796.08	313.79	73869.67	738.6967	738.7	299.26954545454544
7632	IF A	RM	2019/20	670.0	2019	85808.0	427248.0	498.0	311.0	427818.59	498.55	85812.62	858.1261999999999	858.13	473.23454545454535
7633	IF A(H1N1) pandemic09	RM	2019/20	11.0	2019	85808.0	427248.0	498.0	311.0	427818.59	498.55	85812.62	858.1261999999999	858.13	473.23454545454535
7634	IF A(H1N1) prepandemic	RM	2019/20	0.0	2019	85808.0	427248.0	498.0	311.0	427818.59	498.55	85812.62	858.1261999999999	858.13	473.23454545454535
7635	IF A(H1N2)	RM	2019/20	0.0	2019	85808.0	427248.0	498.0	311.0	427818.59	498.55	85812.62	858.1261999999999	858.13	473.23454545454535
7636	IF A(H3N2)	RM	2019/20	7.0	2019	85808.0	427248.0	498.0	311.0	427818.59	498.55	85812.62	858.1261999999999	858.13	473.23454545454535
7637	IF A/B not determined	RM	2019/20	3.0	2019	85808.0	427248.0	498.0	311.0	427818.59	498.55	85812.62	858.1261999999999	858.13	473.23454545454535
7638	IF B	RM	2019/20	135.0	2019	85808.0	427248.0	498.0	311.0	427818.59	498.55	85812.62	858.1261999999999	858.13	473.23454545454535
7639	IF C	RM	2019/20	0.0	2019	85808.0	427248.0	498.0	311.0	427818.59	498.55	85812.62	858.1261999999999	858.13	473.23454545454535
7640	not determined	RM	2019/20	5.0	2019	85808.0	427248.0	498.0	311.0	427818.59	498.55	85812.62	858.1261999999999	858.13	473.23454545454535
7641	IF A	RN	2019/20	2.0	2019	106155.0	548355.0	517.0	311.0	549650.16	517.72	106167.48	1061.6748	1061.67	494.60636363636365
7642	IF A(H1N1) pandemic09	RN	2019/20	0.0	2019	106155.0	548355.0	517.0	311.0	549650.16	517.72	106167.48	1061.6748	1061.67	494.60636363636365
7643	IF A(H1N1) prepandemic	RN	2019/20	0.0	2019	106155.0	548355.0	517.0	311.0	549650.16	517.72	106167.48	1061.6748	1061.67	494.60636363636365
7644	IF A(H1N2)	RN	2019/20	0.0	2019	106155.0	548355.0	517.0	311.0	549650.16	517.72	106167.48	1061.6748	1061.67	494.60636363636365
7645	IF A(H3N2)	RN	2019/20	0.0	2019	106155.0	548355.0	517.0	311.0	549650.16	517.72	106167.48	1061.6748	1061.67	494.60636363636365
7646	IF A/B not determined	RN	2019/20	0.0	2019	106155.0	548355.0	517.0	311.0	549650.16	517.72	106167.48	1061.6748	1061.67	494.60636363636365
7647	IF B	RN	2019/20	0.0	2019	106155.0	548355.0	517.0	311.0	549650.16	517.72	106167.48	1061.6748	1061.67	494.60636363636365
7648	IF C	RN	2019/20	0.0	2019	106155.0	548355.0	517.0	311.0	549650.16	517.72	106167.48	1061.6748	1061.67	494.60636363636365
7649	not determined	RN	2019/20	1.0	2019	106155.0	548355.0	517.0	311.0	549650.16	517.72	106167.48	1061.6748	1061.67	494.60636363636365
7650	IF A	RV	2019/20	680.0	2019	163208.0	285424.0	175.0	311.0	285753.78	175.11	163188.14	1631.8814000000002	1631.88	165.23772727272726
7651	IF A(H1N1) pandemic09	RV	2019/20	1.0	2019	163208.0	285424.0	175.0	311.0	285753.78	175.11	163188.14	1631.8814000000002	1631.88	165.23772727272726
7652	IF A(H1N1) prepandemic	RV	2019/20	8.0	2019	163208.0	285424.0	175.0	311.0	285753.78	175.11	163188.14	1631.8814000000002	1631.88	165.23772727272726
7653	IF A(H1N2)	RV	2019/20	0.0	2019	163208.0	285424.0	175.0	311.0	285753.78	175.11	163188.14	1631.8814000000002	1631.88	165.23772727272726
7654	IF A(H3N2)	RV	2019/20	1.0	2019	163208.0	285424.0	175.0	311.0	285753.78	175.11	163188.14	1631.8814000000002	1631.88	165.23772727272726
7655	IF A/B not determined	RV	2019/20	8.0	2019	163208.0	285424.0	175.0	311.0	285753.78	175.11	163188.14	1631.8814000000002	1631.88	165.23772727272726
7656	IF B	RV	2019/20	84.0	2019	163208.0	285424.0	175.0	311.0	285753.78	175.11	163188.14	1631.8814000000002	1631.88	165.23772727272726
7657	IF C	RV	2019/20	0.0	2019	163208.0	285424.0	175.0	311.0	285753.78	175.11	163188.14	1631.8814000000002	1631.88	165.23772727272726
7658	not determined	RV	2019/20	25.0	2019	163208.0	285424.0	175.0	311.0	285753.78	175.11	163188.14	1631.8814000000002	1631.88	165.23772727272726
7659	IF A	RW	2019/20	0.0	2019	76942.0	139878.0	182.0	311.0	139773.55	181.66	76942.71	769.4271000000001	769.43	175.11954545454543
7660	IF A(H1N1) pandemic09	RW	2019/20	0.0	2019	76942.0	139878.0	182.0	311.0	139773.55	181.66	76942.71	769.4271000000001	769.43	175.11954545454543
7661	IF A(H1N1) prepandemic	RW	2019/20	0.0	2019	76942.0	139878.0	182.0	311.0	139773.55	181.66	76942.71	769.4271000000001	769.43	175.11954545454543
7662	IF A(H1N2)	RW	2019/20	0.0	2019	76942.0	139878.0	182.0	311.0	139773.55	181.66	76942.71	769.4271000000001	769.43	175.11954545454543
7663	IF A(H3N2)	RW	2019/20	0.0	2019	76942.0	139878.0	182.0	311.0	139773.55	181.66	76942.71	769.4271000000001	769.43	175.11954545454543
7664	IF A/B not determined	RW	2019/20	0.0	2019	76942.0	139878.0	182.0	311.0	139773.55	181.66	76942.71	769.4271000000001	769.43	175.11954545454543
7665	IF B	RW	2019/20	0.0	2019	76942.0	139878.0	182.0	311.0	139773.55	181.66	76942.71	769.4271000000001	769.43	175.11954545454543
7666	IF C	RW	2019/20	0.0	2019	76942.0	139878.0	182.0	311.0	139773.55	181.66	76942.71	769.4271000000001	769.43	175.11954545454543
7667	not determined	RW	2019/20	0.0	2019	76942.0	139878.0	182.0	311.0	139773.55	181.66	76942.71	769.4271000000001	769.43	175.11954545454543
7668	IF A	S	2019/20	885.0	2019	20733.0	635911.0	3067.0	311.0	636885.56	3071.55	20734.86	207.3486	207.35	2863.5299999999997
7669	IF A(H1N1) pandemic09	S	2019/20	3.0	2019	20733.0	635911.0	3067.0	311.0	636885.56	3071.55	20734.86	207.3486	207.35	2863.5299999999997
7670	IF A(H1N1) prepandemic	S	2019/20	24.0	2019	20733.0	635911.0	3067.0	311.0	636885.56	3071.55	20734.86	207.3486	207.35	2863.5299999999997
7671	IF A(H1N2)	S	2019/20	0.0	2019	20733.0	635911.0	3067.0	311.0	636885.56	3071.55	20734.86	207.3486	207.35	2863.5299999999997
7672	IF A(H3N2)	S	2019/20	0.0	2019	20733.0	635911.0	3067.0	311.0	636885.56	3071.55	20734.86	207.3486	207.35	2863.5299999999997
7673	IF A/B not determined	S	2019/20	2.0	2019	20733.0	635911.0	3067.0	311.0	636885.56	3071.55	20734.86	207.3486	207.35	2863.5299999999997
7674	IF B	S	2019/20	279.0	2019	20733.0	635911.0	3067.0	311.0	636885.56	3071.55	20734.86	207.3486	207.35	2863.5299999999997
7675	IF C	S	2019/20	0.0	2019	20733.0	635911.0	3067.0	311.0	636885.56	3071.55	20734.86	207.3486	207.35	2863.5299999999997
7676	not determined	S	2019/20	6.0	2019	20733.0	635911.0	3067.0	311.0	636885.56	3071.55	20734.86	207.3486	207.35	2863.5299999999997
7677	IF A	SHA	2019/20	318.0	2019	148407.0	196761.0	133.0	311.0	196798.25	132.61	148403.05	1484.0304999999998	1484.03	124.63863636363637
7678	IF A(H1N1) pandemic09	SHA	2019/20	47.0	2019	148407.0	196761.0	133.0	311.0	196798.25	132.61	148403.05	1484.0304999999998	1484.03	124.63863636363637
7679	IF A(H1N1) prepandemic	SHA	2019/20	6.0	2019	148407.0	196761.0	133.0	311.0	196798.25	132.61	148403.05	1484.0304999999998	1484.03	124.63863636363637
7680	IF A(H1N2)	SHA	2019/20	9.0	2019	148407.0	196761.0	133.0	311.0	196798.25	132.61	148403.05	1484.0304999999998	1484.03	124.63863636363637
7681	IF A(H3N2)	SHA	2019/20	1.0	2019	148407.0	196761.0	133.0	311.0	196798.25	132.61	148403.05	1484.0304999999998	1484.03	124.63863636363637
7682	IF A/B not determined	SHA	2019/20	6.0	2019	148407.0	196761.0	133.0	311.0	196798.25	132.61	148403.05	1484.0304999999998	1484.03	124.63863636363637
7683	IF B	SHA	2019/20	65.0	2019	148407.0	196761.0	133.0	311.0	196798.25	132.61	148403.05	1484.0304999999998	1484.03	124.63863636363637
7684	IF C	SHA	2019/20	0.0	2019	148407.0	196761.0	133.0	311.0	196798.25	132.61	148403.05	1484.0304999999998	1484.03	124.63863636363637
7685	not determined	SHA	2019/20	29.0	2019	148407.0	196761.0	133.0	311.0	196798.25	132.61	148403.05	1484.0304999999998	1484.03	124.63863636363637
7686	IF A	SIG	2019/20	1.0	2019	120423.0	130849.0	109.0	311.0	131093.96	108.85	120432.29	1204.3229	1204.32	105.31818181818181
7687	IF A(H1N1) pandemic09	SIG	2019/20	0.0	2019	120423.0	130849.0	109.0	311.0	131093.96	108.85	120432.29	1204.3229	1204.32	105.31818181818181
7688	IF A(H1N1) prepandemic	SIG	2019/20	0.0	2019	120423.0	130849.0	109.0	311.0	131093.96	108.85	120432.29	1204.3229	1204.32	105.31818181818181
7689	IF A(H1N2)	SIG	2019/20	0.0	2019	120423.0	130849.0	109.0	311.0	131093.96	108.85	120432.29	1204.3229	1204.32	105.31818181818181
7690	IF A(H3N2)	SIG	2019/20	0.0	2019	120423.0	130849.0	109.0	311.0	131093.96	108.85	120432.29	1204.3229	1204.32	105.31818181818181
7691	IF A/B not determined	SIG	2019/20	0.0	2019	120423.0	130849.0	109.0	311.0	131093.96	108.85	120432.29	1204.3229	1204.32	105.31818181818181
7692	IF B	SIG	2019/20	0.0	2019	120423.0	130849.0	109.0	311.0	131093.96	108.85	120432.29	1204.3229	1204.32	105.31818181818181
7693	IF C	SIG	2019/20	0.0	2019	120423.0	130849.0	109.0	311.0	131093.96	108.85	120432.29	1204.3229	1204.32	105.31818181818181
7694	not determined	SIG	2019/20	0.0	2019	120423.0	130849.0	109.0	311.0	131093.96	108.85	120432.29	1204.3229	1204.32	105.31818181818181
7695	IF A	TUE	2019/20	1.0	2019	51911.0	228678.0	441.0	311.0	228642.84	440.41	51916.29	519.1629	519.16	409.0036363636363
7696	IF A(H1N1) pandemic09	TUE	2019/20	0.0	2019	51911.0	228678.0	441.0	311.0	228642.84	440.41	51916.29	519.1629	519.16	409.0036363636363
7697	IF A(H1N1) prepandemic	TUE	2019/20	0.0	2019	51911.0	228678.0	441.0	311.0	228642.84	440.41	51916.29	519.1629	519.16	409.0036363636363
7698	IF A(H1N2)	TUE	2019/20	0.0	2019	51911.0	228678.0	441.0	311.0	228642.84	440.41	51916.29	519.1629	519.16	409.0036363636363
7699	IF A(H3N2)	TUE	2019/20	0.0	2019	51911.0	228678.0	441.0	311.0	228642.84	440.41	51916.29	519.1629	519.16	409.0036363636363
7700	IF A/B not determined	TUE	2019/20	0.0	2019	51911.0	228678.0	441.0	311.0	228642.84	440.41	51916.29	519.1629	519.16	409.0036363636363
7701	IF B	TUE	2019/20	1.0	2019	51911.0	228678.0	441.0	311.0	228642.84	440.41	51916.29	519.1629	519.16	409.0036363636363
7702	IF C	TUE	2019/20	0.0	2019	51911.0	228678.0	441.0	311.0	228642.84	440.41	51916.29	519.1629	519.16	409.0036363636363
7703	not determined	TUE	2019/20	0.0	2019	51911.0	228678.0	441.0	311.0	228642.84	440.41	51916.29	519.1629	519.16	409.0036363636363
7704	IF A	TUT	2019/20	149.0	2019	73438.0	140766.0	192.0	311.0	141036.62	192.05	73435.86	734.3586	734.36	178.4381818181818
7705	IF A(H1N1) pandemic09	TUT	2019/20	1.0	2019	73438.0	140766.0	192.0	311.0	141036.62	192.05	73435.86	734.3586	734.36	178.4381818181818
7706	IF A(H1N1) prepandemic	TUT	2019/20	3.0	2019	73438.0	140766.0	192.0	311.0	141036.62	192.05	73435.86	734.3586	734.36	178.4381818181818
7707	IF A(H1N2)	TUT	2019/20	0.0	2019	73438.0	140766.0	192.0	311.0	141036.62	192.05	73435.86	734.3586	734.36	178.4381818181818
7708	IF A(H3N2)	TUT	2019/20	0.0	2019	73438.0	140766.0	192.0	311.0	141036.62	192.05	73435.86	734.3586	734.36	178.4381818181818
7709	IF A/B not determined	TUT	2019/20	4.0	2019	73438.0	140766.0	192.0	311.0	141036.62	192.05	73435.86	734.3586	734.36	178.4381818181818
7710	IF B	TUT	2019/20	45.0	2019	73438.0	140766.0	192.0	311.0	141036.62	192.05	73435.86	734.3586	734.36	178.4381818181818
7711	IF C	TUT	2019/20	0.0	2019	73438.0	140766.0	192.0	311.0	141036.62	192.05	73435.86	734.3586	734.36	178.4381818181818
7712	not determined	TUT	2019/20	7.0	2019	73438.0	140766.0	192.0	311.0	141036.62	192.05	73435.86	734.3586	734.36	178.4381818181818
7713	IF A	U	2019/20	166.0	2019	11868.0	126790.0	1068.0	311.0	126809.52	1068.41	11868.76	118.6876	118.69	984.6486363636363
7714	IF A(H1N1) pandemic09	U	2019/20	3.0	2019	11868.0	126790.0	1068.0	311.0	126809.52	1068.41	11868.76	118.6876	118.69	984.6486363636363
7715	IF A(H1N1) prepandemic	U	2019/20	0.0	2019	11868.0	126790.0	1068.0	311.0	126809.52	1068.41	11868.76	118.6876	118.69	984.6486363636363
7716	IF A(H1N2)	U	2019/20	0.0	2019	11868.0	126790.0	1068.0	311.0	126809.52	1068.41	11868.76	118.6876	118.69	984.6486363636363
7717	IF A(H3N2)	U	2019/20	0.0	2019	11868.0	126790.0	1068.0	311.0	126809.52	1068.41	11868.76	118.6876	118.69	984.6486363636363
7718	IF A/B not determined	U	2019/20	4.0	2019	11868.0	126790.0	1068.0	311.0	126809.52	1068.41	11868.76	118.6876	118.69	984.6486363636363
7719	IF B	U	2019/20	35.0	2019	11868.0	126790.0	1068.0	311.0	126809.52	1068.41	11868.76	118.6876	118.69	984.6486363636363
7720	IF C	U	2019/20	0.0	2019	11868.0	126790.0	1068.0	311.0	126809.52	1068.41	11868.76	118.6876	118.69	984.6486363636363
7721	not determined	U	2019/20	7.0	2019	11868.0	126790.0	1068.0	311.0	126809.52	1068.41	11868.76	118.6876	118.69	984.6486363636363
7722	IF A	VS	2019/20	0.0	2019	102534.0	212506.0	207.0	311.0	212827.3	207.58	102526.9	1025.269	1025.27	198.1522727272727
7723	IF A(H1N1) pandemic09	VS	2019/20	0.0	2019	102534.0	212506.0	207.0	311.0	212827.3	207.58	102526.9	1025.269	1025.27	198.1522727272727
7724	IF A(H1N1) prepandemic	VS	2019/20	0.0	2019	102534.0	212506.0	207.0	311.0	212827.3	207.58	102526.9	1025.269	1025.27	198.1522727272727
7725	IF A(H1N2)	VS	2019/20	0.0	2019	102534.0	212506.0	207.0	311.0	212827.3	207.58	102526.9	1025.269	1025.27	198.1522727272727
7726	IF A(H3N2)	VS	2019/20	0.0	2019	102534.0	212506.0	207.0	311.0	212827.3	207.58	102526.9	1025.269	1025.27	198.1522727272727
7727	IF A/B not determined	VS	2019/20	0.0	2019	102534.0	212506.0	207.0	311.0	212827.3	207.58	102526.9	1025.269	1025.27	198.1522727272727
7728	IF B	VS	2019/20	7.0	2019	102534.0	212506.0	207.0	311.0	212827.3	207.58	102526.9	1025.269	1025.27	198.1522727272727
7729	IF C	VS	2019/20	0.0	2019	102534.0	212506.0	207.0	311.0	212827.3	207.58	102526.9	1025.269	1025.27	198.1522727272727
7730	not determined	VS	2019/20	0.0	2019	102534.0	212506.0	207.0	311.0	212827.3	207.58	102526.9	1025.269	1025.27	198.1522727272727
7731	IF A	WT	2019/20	7.0	2019	113114.0	171003.0	151.0	311.0	171251.02	151.4	113115.33	1131.1533	1131.15	143.57909090909095
7732	IF A(H1N1) pandemic09	WT	2019/20	0.0	2019	113114.0	171003.0	151.0	311.0	171251.02	151.4	113115.33	1131.1533	1131.15	143.57909090909095
7733	IF A(H1N1) prepandemic	WT	2019/20	0.0	2019	113114.0	171003.0	151.0	311.0	171251.02	151.4	113115.33	1131.1533	1131.15	143.57909090909095
7734	IF A(H1N2)	WT	2019/20	0.0	2019	113114.0	171003.0	151.0	311.0	171251.02	151.4	113115.33	1131.1533	1131.15	143.57909090909095
7735	IF A(H3N2)	WT	2019/20	0.0	2019	113114.0	171003.0	151.0	311.0	171251.02	151.4	113115.33	1131.1533	1131.15	143.57909090909095
7736	IF A/B not determined	WT	2019/20	1.0	2019	113114.0	171003.0	151.0	311.0	171251.02	151.4	113115.33	1131.1533	1131.15	143.57909090909095
7737	IF B	WT	2019/20	1.0	2019	113114.0	171003.0	151.0	311.0	171251.02	151.4	113115.33	1131.1533	1131.15	143.57909090909095
7738	IF C	WT	2019/20	0.0	2019	113114.0	171003.0	151.0	311.0	171251.02	151.4	113115.33	1131.1533	1131.15	143.57909090909095
7739	not determined	WT	2019/20	0.0	2019	113114.0	171003.0	151.0	311.0	171251.02	151.4	113115.33	1131.1533	1131.15	143.57909090909095
7740	IF A	AD	2020/21	3.0	2020	135854.0	198204.0	146.0	311.0	198578.42	146.24	135793.33	1357.9333	1357.93	136.31454545454542
7741	IF A(H1N1) pandemic09	AD	2020/21	0.0	2020	135854.0	198204.0	146.0	311.0	198578.42	146.24	135793.33	1357.9333	1357.93	136.31454545454542
7742	IF A(H1N1) prepandemic	AD	2020/21	0.0	2020	135854.0	198204.0	146.0	311.0	198578.42	146.24	135793.33	1357.9333	1357.93	136.31454545454542
7743	IF A(H1N2)	AD	2020/21	0.0	2020	135854.0	198204.0	146.0	311.0	198578.42	146.24	135793.33	1357.9333	1357.93	136.31454545454542
7744	IF A(H3N2)	AD	2020/21	0.0	2020	135854.0	198204.0	146.0	311.0	198578.42	146.24	135793.33	1357.9333	1357.93	136.31454545454542
7745	IF A/B not determined	AD	2020/21	0.0	2020	135854.0	198204.0	146.0	311.0	198578.42	146.24	135793.33	1357.9333	1357.93	136.31454545454542
7746	IF B	AD	2020/21	2.0	2020	135854.0	198204.0	146.0	311.0	198578.42	146.24	135793.33	1357.9333	1357.93	136.31454545454542
7747	IF C	AD	2020/21	0.0	2020	135854.0	198204.0	146.0	311.0	198578.42	146.24	135793.33	1357.9333	1357.93	136.31454545454542
7748	not determined	AD	2020/21	0.0	2020	135854.0	198204.0	146.0	311.0	198578.42	146.24	135793.33	1357.9333	1357.93	136.31454545454542
7749	IF A	BAD	2020/21	0.0	2020	14019.0	55449.0	396.0	311.0	55673.82	397.13	14019.24	140.1924	140.19	372.385
7750	IF A(H1N1) pandemic09	BAD	2020/21	0.0	2020	14019.0	55449.0	396.0	311.0	55673.82	397.13	14019.24	140.1924	140.19	372.385
7751	IF A(H1N1) prepandemic	BAD	2020/21	0.0	2020	14019.0	55449.0	396.0	311.0	55673.82	397.13	14019.24	140.1924	140.19	372.385
7752	IF A(H1N2)	BAD	2020/21	0.0	2020	14019.0	55449.0	396.0	311.0	55673.82	397.13	14019.24	140.1924	140.19	372.385
7753	IF A(H3N2)	BAD	2020/21	0.0	2020	14019.0	55449.0	396.0	311.0	55673.82	397.13	14019.24	140.1924	140.19	372.385
7754	IF A/B not determined	BAD	2020/21	0.0	2020	14019.0	55449.0	396.0	311.0	55673.82	397.13	14019.24	140.1924	140.19	372.385
7755	IF B	BAD	2020/21	0.0	2020	14019.0	55449.0	396.0	311.0	55673.82	397.13	14019.24	140.1924	140.19	372.385
7756	IF C	BAD	2020/21	0.0	2020	14019.0	55449.0	396.0	311.0	55673.82	397.13	14019.24	140.1924	140.19	372.385
7757	not determined	BAD	2020/21	0.0	2020	14019.0	55449.0	396.0	311.0	55673.82	397.13	14019.24	140.1924	140.19	372.385
7758	IF A	BB	2020/21	3.0	2020	61776.0	392898.0	636.0	311.0	397180.09	642.87	61781.57	617.8157	617.82	587.7218181818182
7759	IF A(H1N1) pandemic09	BB	2020/21	0.0	2020	61776.0	392898.0	636.0	311.0	397180.09	642.87	61781.57	617.8157	617.82	587.7218181818182
7760	IF A(H1N1) prepandemic	BB	2020/21	0.0	2020	61776.0	392898.0	636.0	311.0	397180.09	642.87	61781.57	617.8157	617.82	587.7218181818182
7761	IF A(H1N2)	BB	2020/21	0.0	2020	61776.0	392898.0	636.0	311.0	397180.09	642.87	61781.57	617.8157	617.82	587.7218181818182
7762	IF A(H3N2)	BB	2020/21	0.0	2020	61776.0	392898.0	636.0	311.0	397180.09	642.87	61781.57	617.8157	617.82	587.7218181818182
7763	IF A/B not determined	BB	2020/21	0.0	2020	61776.0	392898.0	636.0	311.0	397180.09	642.87	61781.57	617.8157	617.82	587.7218181818182
7764	IF B	BB	2020/21	6.0	2020	61776.0	392898.0	636.0	311.0	397180.09	642.87	61781.57	617.8157	617.82	587.7218181818182
7765	IF C	BB	2020/21	0.0	2020	61776.0	392898.0	636.0	311.0	397180.09	642.87	61781.57	617.8157	617.82	587.7218181818182
7766	not determined	BB	2020/21	0.0	2020	61776.0	392898.0	636.0	311.0	397180.09	642.87	61781.57	617.8157	617.82	587.7218181818182
7767	IF A	BC	2020/21	0.0	2020	140952.0	202250.0	143.0	311.0	203024.05	144.02	140972.0	1409.72	1409.72	131.42499999999998
7768	IF A(H1N1) pandemic09	BC	2020/21	0.0	2020	140952.0	202250.0	143.0	311.0	203024.05	144.02	140972.0	1409.72	1409.72	131.42499999999998
7769	IF A(H1N1) prepandemic	BC	2020/21	0.0	2020	140952.0	202250.0	143.0	311.0	203024.05	144.02	140972.0	1409.72	1409.72	131.42499999999998
7770	IF A(H1N2)	BC	2020/21	0.0	2020	140952.0	202250.0	143.0	311.0	203024.05	144.02	140972.0	1409.72	1409.72	131.42499999999998
7771	IF A(H3N2)	BC	2020/21	0.0	2020	140952.0	202250.0	143.0	311.0	203024.05	144.02	140972.0	1409.72	1409.72	131.42499999999998
7772	IF A/B not determined	BC	2020/21	0.0	2020	140952.0	202250.0	143.0	311.0	203024.05	144.02	140972.0	1409.72	1409.72	131.42499999999998
7773	IF B	BC	2020/21	0.0	2020	140952.0	202250.0	143.0	311.0	203024.05	144.02	140972.0	1409.72	1409.72	131.42499999999998
7774	IF C	BC	2020/21	0.0	2020	140952.0	202250.0	143.0	311.0	203024.05	144.02	140972.0	1409.72	1409.72	131.42499999999998
7775	not determined	BC	2020/21	0.0	2020	140952.0	202250.0	143.0	311.0	203024.05	144.02	140972.0	1409.72	1409.72	131.42499999999998
7776	IF A	BHS	2020/21	0.0	2020	137832.0	264867.0	192.0	311.0	267003.31	193.72	137832.76	1378.3276	1378.33	178.15772727272727
